LocalBitcoins,2532,https://localbitcoins.com/?ch=irs1,Finland
Bisq,27628,https://bisq.network/,Unknown
bitFlyerFX,42116,https://lightning.bitflyer.jp,Japan
HADAX,917313,https://www.hadax.com/,China
BitMEX,922185,https://www.bitmex.com/register/40a0bm,Republic of Seychelles
Switcheo,925773,https://switcheo.network/?utm_source=cryptocompare&utm_medium=exchange_menu_sponsorship&utm_campaign=12_10_2018,Singapore
Remitano,324742,https://remitano.com/btc/,Republic of Seychelles
Uniswap,934694,https://uniswap.exchange/swap,Unknown
TimeX,933253,https://timex.io/,Australia
Beldex,937062,https://www.beldex.io/,Estonia
Uniswap (V2),936445,https://app.uniswap.org/#/swap,Unknown
Slicex,934965,https://slicex.cc/,North Macedonia
Binance DEX,934088,https://www.binance.org/,Malta
Cryptonex,932766,https://cryptonex.org/,Scotland
BC Bitcoin,932482,https://www.bcbitcoin.co.uk/?ref=cc,United Kingdom
Coineal,932464,https://www.coineal.com/index.html#en_US,Republic of Seychelles
Unnamed.Exchange,932462,https://www.unnamed.exchange/,British Virgin Islands
SIGEN.pro,934715,https://sigen.pro/vue/landing,Scotland
WBB Exchange,937883,https://wbbexchange.pro/exchange,Estonia
SIGEN P2P,937843,https://sigen.pro/p2p/buy?ccy=umi,Scotland
Bitbuy,938034,https://bitbuy.ca/,Canada
Sushiswap,938468,https://sushiswap.fi/,Unknown
HBTC,932502,https://www.hbtc.com/,Unknown
Nominex,939145,https://nominex.io/,Seychelles
1inch Exchange,938217,https://1inch.exchange/#/,EU
BTCMarkets,19704,https://www.btcmarkets.net/,Australia
CoinsBit,925853,http://bit.ly/2OUXutd,Estonia
Paribu,933319,https://www.paribu.com/#/,Turkey
Bithumb,936723,https://en.bithumb.com/,South Korea
ExtStock,835268,https://extstock.com/,United Kingdom
Bitkub,925776,https://www.bitkub.com/,Thailand
Bitstamp,2431,https://www.bitstamp.net/,United Kingdom
BTSE,936726,https://www.btse.com/en/home/,United Arab Emirates
itBit,2672,https://www.itbit.com,U.S.A
Luno,39381,http://luno.fl9beu.net/jLDYM,Singapore
Bit2C,4358,https://www.bit2c.co.il/,Israel
BTC-Exchange,927535,https://www.btc-exchange.com/?utm_source=cryptocompare,Lithuania
VALR,937204,https://www.valr.com/,South Africa
Liquid,925415,https://www.liquid.com/sign-up/?affiliate=5xKB_VpY775134,Japan
Bitcoin.com,935043,https://exchange.bitcoin.com/referral/981ce8bd2ac0172d,Saint Kitts and Nevis
eToroX,933917,https://www.etoro.com/crypto/exchange/,Gibraltar
bitFlyer,37375,https://bitflyer.com/en-eu/?utm_source=cryptocompare&utm_medium=affiliate&utm_campaign=CClisting,"Japan, U.S.A, Europe"
CoinCorner,44613,https://www.coincorner.com?AffiliateId=552,United Kingdom
Coindeal,844509,https://coindeal.com/,Malta
P2PB2B,925521,https://p2pb2b.io/referral/b73786ba-cd3e-436b-98a5-fcffd5ff911b,Estonia
ZB,898395,https://www.zb.com/,China
TOKOK,932507,https://www.tokok.com/index,British Virgin Islands
Buda,867950,https://www.buda.com,Chile
Exrates,925851,https://exrates.me/,Estonia
Dcoin,932467,https://www.dcoin.com/,Switzerland
Huobi Global,387716,https://www.huobi.com/en-us/topic/invited/?invite_code=f9un5,Seychelles
Bitpanda Pro,933826,https://www.bitpanda.com/en/pro,Austria
Coinfalcon,925059,https://coinfalcon.com/,United Kingdom
BKEX,925311,https://www.bkex.com/#/,British Virgin Islands
BTCBOX,917287,https://www.btcbox.co.jp,Japan
Kuna,911232,https://kuna.io/,Ukraine
FTX,935038,https://ftx.com/,Antigua and Barbuda
Mercado Bitcoin,33082,https://www.mercadobitcoin.com.br,Brazil
CrossTower,938103,https://crosstower.com/,U.S.A
Bleutrade,75261,https://bleutrade.com,Brazil
Coins Pro,934879,https://exchangestatus.coins.asia/,Philippines
Paymium,34423,https://paymium.com/,France
Independent Reserve,917385,https://www.independentreserve.com/,Australia
OKEX,387754,https://www.okex.com,Malta
Bit-Z,734439,https://www.bit-z.com/,U.S.A
BeQuant,935064,https://bequant.io/,United Kingdom
Bithumb Korea,81495,https://www.bithumb.com/EN/,South Korea
LBank,898406,https://www.lbank.info/,China
Lykke,324686,https://www.lykke.com/,Switzerland
Exmo,16972,https://exmo.com/?ref=731956,United Kingdom
Globitex,924965,https://globitex.com/,Gibraltar
STEX,925523,https://www.stex.com/,Unknown
CoinEx,863674,https://www.coinex.com,Unknown
UPbit,883323,https://id.upbit.com/?ref=S56130,South Korea
Yobit,18834,https://yobit.io/?bonus=EJeYX,Russia
LIQNET,925393,https://liqnet.io/,Singapore
Coinone,48526,https://coinone.co.kr/,South Korea
CoinJar,925044,https://exchange.coinjar.com/,United Kingdom
Korbit,18846,https://www.korbit.co.kr/,South Korea
Coincheck,19706,https://coincheck.com/?c=pw7mmhhD2os,Japan
Bitso,33121,https://bitso.com/?ref=urpq,Mexico
Bitexbook,907255,https://bitexbook.com/,St.Vincent and Grenadines
Coinfloor,3908,https://coinfloor.co.uk/,United Kingdom
BitAsset,932497,https://www.bitasset.com/,Hong Kong
Bitbank,837358,https://bitbank.cc/,Japan
Braziliex,868156,https://braziliex.com/,Brazil
Blockchain Exchange,933170,https://pit.blockchain.com,United Kingdom
CBX,932453,https://www.cbx.one/,Unknown
LakeBTC,4314,https://www.lakebtc.com/?ref=glqg26,China
BitForex,925391,https://www.bitforex.com/,Republic of Seychelles
HitBTC,2674,https://hitbtc.com/?ref_id=5a155b131ea65,United Kingdom
The Rock Trading,34739,https://www.therocktrading.com/referral/450,Italy
Tokenomy,913706,https://exchange.tokenomy.com/ref/1d0729d77eb69b54/1,Singapore
BitBay,18841,https://auth.bitbay.net/ref/ccompare,Estonia
RightBTC,899554,https://www.rightbtc.com,Hong Kong
Gate.io,402240,https://gate.io/,U.S.A
Bibox,892535,https://www.bibox.com/v2/login/register?invite_code=0aDK3K,Estonia
EXX,415148,https://www.exx.com/,China
Kucoin,432302,https://www.kucoin.com/#/?r=7c4KeN,China
BIKI,932459,https://www.biki.com/,Singapore
Indodax,933643,https://indodax.com/en/,Indonesia
Graviex,833023,https://graviex.net/,Russia
DECOIN,931637,https://www.decoin.io/,Seychelles
ChainX,932493,https://chainx.kr/,South Korea
Bilaxy,932519,https://bilaxy.com/,Republic of Seychelles
N.exchange,914947,https://n.exchange?ref=R5JRM3CDYYR,United Kingdom
Tidex,43041,https://tidex.com,United Kingdom
LATOKEN,812776,https://latoken.com/,Cayman Islands
EQUOS,937227,https://equos.io/,Singapore
ProBit,937399,https://www.probit.com/en-us/,Seychelles
LMAX Digital,932789,https://www.lmaxdigital.com/,United Kingdom
bitFlyer US,932290,https://bitflyer.com/en-us/,U.S.A
bitFlyer EU,932292,https://bitflyereuropesa.pxf.io/c/2022136/858437/11990,Unknown
Binance US,932241,https://www.binance.us/en,U.S.A
Thore,931833,https://thoreexchange.com/,Switzerland
Bitci,931002,https://www.bitci.com/,Turkey
GOPAX,930573,https://www.gopax.co.kr/,South Korea
ATAIX,931206,https://ataix.com/,Estonia
PrimeXBT,931085,https://primexbt.com?signup=117065,Republic of Seychelles
CoinAll,930998,https://www.coinall.com/,Hong Kong
Crex24,930570,https://crex24.com/,Cyprus
Huobi Korea,930486,https://www.huobi.co.kr/en-US/,South Korea
Huobi Japan,930485,https://www.huobi.co.jp/,Japan
BitMax,929937,https://bitmax.io/#/register?inviteCode=M9DGTD6S,Singapore
FatBTC,929886,https://fatbtc.com/,Republic of Seychelles
Bgogo,928741,https://bgogo.com,Cayman Islands
Poloniex,2438,https://poloniex.com/signup?c=P6JKHDSZ,U.S.A
Alphaex,928471,https://alphaex.net/home?utm_source=cryptocompare,Malta
DSX,854151,https://dsxglobal.com/,United Kingdom
BigONE,910485,https://big.one/,Singapore
BW.com,927942,https://www.bw.com/,Hong Kong
SafeTrade,927611,https://www.safe.trade/,Canada
ZBG,927388,https://www.zbg.com/,Hong Kong
Catex,926360,https://www.catex.io/?utm_source=cryptocompare&utm_medium=exchange_list_sponsorship&utm_campaign=31_10_2018,China
Coinmate,925934,https://coinmate.io?referral=T1c5NVkzRkdWRkJRWkRSNVdUSlhjbWRTZEZaUFVRPT0,United Kingdom
DigiFinex,925930,https://www.digifinex.com/,Republic of Seychelles
Coinbase,2493,https://coinbase-consumer.sjv.io/OABJK,U.S.A
Turtle Network DEX,926199,https://wallet.turtlenetwork.eu/trade?assetId2=TN&assetId1=5Asy9P3xjcvBAgbeyiitZhBRJZJ2TPGSZJz9ihDTnB3d,Belgium
Currency.com,934848,https://currency.com/?utm_source=cryptocompare,Belarus
Vaultoro,28252,https://www.vaultoro.com/?a=101294,United Kingdom
iDevex,930519,https://idevex.in/,Hong Kong
COSS,930360,https://coss.io/,Netherlands
Zaif,86472,https://zaif.jp/,Japan
Chilebit,794031,https://chilebit.net/en_US/#,Chile
Cex.io,2441,https://cex.io/r/0/up110861111/0/,United Kingdom
Gemini,13228,https://gemini.com/,U.S.A
Kraken,2439,https://r.kraken.com/z37qM,U.S.A
Bitfinex,2440,https://bitfinex.com/?refcode=-Dkl7lkv,British Virgin Islands
Bittrex,2434,https://bittrex.com,U.S.A
OKCoin,2436,https://www.okcoin.com/join?channelId=600006168,U.S.A
CoinField,930769,https://coinfield.com/ref/0/ID684AB86D50,Estonia
BtcTurk Pro,883995,https://www.btcturk.com/,Turkey
Binance Jersey,928739,https://www.binance.je/?ref=35014636,U.S.A
ChainRift,929210,https://www.chainrift.com/?R=CryptoCompare,U.S.A
Tokens.net,932925,https://www.tokens.net/,United Kingdom
Coinhub,914935,https://www.coinhub.io/en,Singapore
CoinTiger,925653,https://www.cointiger.com/?utm_source=cryptocompare,China
BCEX,925395,https://www.bcex.ca/coins#map,China
TradeSatoshi,757300,https://tradesatoshi.com/,United Kingdom
NLexch,924961,https://www.nlexch.com/,Netherlands
AliExchange,929728,https://www.aliexchange.com/,Estonia
Xena,929136,https://xena.exchange/,United Kingdom
SingularityX,899047,https://exchange.singularity-x.com/,Lithuania
FCoin,910524,https://www.fcoin.com/,Unknown
InstantBitex,925220,https://instantbitex.com/,United Kingdom
Raidofinance,931452,https://raidofinance.eu/?utm_source=cryptocompare,Estonia
CoinZest,930851,https://kr.coinzest.com/,South Korea
Hikenex,914953,https://hikenex.com/,Malaysia
IQFinex,925509,https://www.iqfinex.com/,Switzerland
Zloadr,931627,https://www.zloadr.com/exchange/,United Kingdom
MineBit,925493,https://minebit.com/,South Korea
CryptoExchangeWS,928005,https://www.crypto-exchange.ws/,Italy
3XBIT,925763,http://bit.ly/2xU2hVr,Brazil
CoinBene,910494,https://www.coinbene.com/,Singapore
BTC-Alpha,925065,https://btc-alpha.com,United Kingdom
ACX,925062,https://acx.io/,Australia
Eidoo Hybrid Exchange,930515,https://eidoo.io/hybrid-crypto-exchange,Switzerland
GNEISS,925223,https://gneiss.io/,British Virgin Islands
Nuex,926197,https://www.nuex.com/,Italy
BTC38,2678,http://www.btc38.com/,China
SparkDEX,928732,http://www.bitspark.io/sparkdex,Hong Kong
Unocoin,33097,https://www.unocoin.com,India
Cryptopia,15488,https://www.cryptopia.co.nz/Exchange,New Zealand
MonetaGo,6291,https://exchange.monetago.com/#/,US
Coinsetter,5002,https://www.coinsetter.com/,US
Bingcoins,930968,https://bingcoins.com/,New Zealand
VBTC,794063,https://vbtc.exchange,Vietnam
Nebula,899081,https://nebula.exchange/,France
Gatecoin,7609,https://gatecoin.com,China
Coinse,5041,https://www.coins-e.com,Canada
BTCXIndia,33326,https://btcxindia.com/,India
Liqui,38793,https://liqui.io,Ukraine
CryptoX,39641,https://cryptox.pl,United Kingdom
EtherDelta,41647,https://etherdelta.com/,Unknown
TuxExchange,41656,https://tuxexchange.com/,Canada
BitMarket,44705,https://www.bitmarket.net/,Poland
ETHEXIndia,75268,https://ethexindia.com,India
Surbitcoin,78248,https://surbitcoin.com/,Venezuela
FoxBit,81572,https://foxbit.exchange/,Brazil
NovaExchange,169711,https://novaexchange.com/,Sweden 
Waves.Exchange,205932,https://waves.exchange,Russia
Coinroom,336999,https://coinroom.com,Poland
Abucoins,350274,https://abucoins.com,Poland
BitMart,884868,https://www.bitmart.com/en?r=PM3wUK,Cayman Islands
BitFlip,754488,https://bitflip.li,Russia
CoinCap,781215,https://coincap.exchange/,Malaysia
token.store,853512,https://token.store/,Unknown
DeversiFi,853652,https://www.ethfinex.com/,British Virgin Islands
Coinnest,855798,https://www.coinnest.co.kr/,South Korea
IDEX,855804,https://idex.market/,Unknown
CoinsBank,867964,https://coinsbank.com/exchange,United Kingdom
NERAEX,883336,https://neraex.pro/,Unknown
DDEX,898284,https://ddex.io/,Cayman Islands
Simex,899078,https://simex.global/en/exchange/,U.S.A
Bluebelt,899535,https://register.bluebelt.asia/aff=10000311,Japan
WorldCryptoExchange,905616,https://www.worldcryptocap.com/,Malaysia
OpenLedger,906645,https://dex.openledger.io/?utm_source=cryptocompare&utm_medium=top_placement,Denmark
WEX,906798,https://wex.nz/,Singapore
Cryptobulls,917314,https://www.cryptobulls.exchange/register/z2Jbd4,Unknown
CODEX,924775,http://codex.one/?utm_source=cryptocompare&utm_medium=overview,Estonia
DEx.top,924789,https://dex.top/,Hong Kong
Ironex,924791,https://www.ironex.exchange/index.php,China
Zecoex,924959,https://zecoex.com/,India
ORE,924967,https://ore.bz/,Unknown
Bitinfi,925037,https://web.bitinfi.com/,China
Satang Pro,925058,https://satang.pro/exchange/market/USDT-THB,Thailand
Bitsane,925064,https://bitsane.com/,Unknown
Cryptonit,925224,https://www.cryptonit.net/en,United Kingdom
CoinPulse,925228,https://www.coinpulse.io/ref/c107b090f21b5ba0a9502baa9304faec,Panama
iCoinbay,925547,http://bit.ly/2D3JFHB,Republic of the Marshall Islands
Cobinhood,925766,https://cobinhood.com/,Unknown
NDAX,925924,https://ndax.io/?utm_source=cryptocompare,Canada
MyCoinStory,937435,https://mycoinstory.com/,Seychelles
Anycoin Direct,937362,https://anycoindirect.eu/en,Nederland
BTCMEX,936883,https://www.btcmex.com/,Hong Kong
ZEBITEX,934993,https://zebitex.com/,France
BitFex,934717,https://bitfex.trade/en/,Russia
Compound,933151,https://compound.finance/,U.S.A
Sistemkoin,932506,https://sistemkoin.com/,Turkey
TCHApp,932505,https://thorecash.app/,Switzerland
CHAOEX,932499,https://www.chaoex.com/home,Hong Kong
CoinEgg,932496,https://www.coinegg.com/?lang=en_US,United Kingdom
55.com,932471,https://www.55.com/home,U.S.A
OEX,931184,https://www.oex.com/,Singapore
Onederx,931202,https://onederx.com/en,Estonia
Darb Finance,932058,https://darbfinance.com/,Estonia
XCOEX,932450,https://xcoex.com/,United Kingdom
Seed CX,932468,https://seedcx.com/,U.S.A
Poloni DEX,929533,https://poloniex.org/?utm_source=cryptocompare,Cayman Islands
XS2,927628,https://xs2.exchange/?utm_source=cryptocompare,Australia
Coinsuper,927956,https://www.coinsuper.com,Hong Kong
Smartrade,928428,https://smartrade.com,Canada
Altilly,928578,https://www.altilly.com/,China
BITPoint,928712,https://www.bitpoint.co.jp/,Japan
Everbloom,925778,https://everbloom.co,U.S.A
BitShares,925932,https://bitshares.org/,Unknown
Gnosis,925965,https://gnosis.pm/,Gibraltar
IncoreX,926193,https://incorex.com/en/?utm_source=cryptocompare&utm_medium=exchange_menu_sponsorship&utm_campaign=26_10_2018,Estonia
EtherMium,926195,https://ethermium.com/?utm_source=cryptocompare,Unknown
StocksExchange.io,926620,https://www.stocksexchange.io,United Kingdom
ABCC,906255,https://abcc.com/,Singapore
Livecoin,42669,https://livecoin.net/?from=Livecoin-pCYyjfdH,Belize
Aidosmarket,844549,https://aidosmarket.com/,Dubai
Exenium,926485,https://exenium.trade/,Unknown
BTCE,2435,https://btc-e.com,Unknown
Huobi US,4311,https://www.huobi.com/,U.S.A
CCEX,5007,https://c-cex.com/?rf=73ECBB84CFF6594E,Germany
Yunbi,8748,https://yunbi.com,China
BX.in.th,380737,https://bx.in.th,Thailand
BitGrail,683588,https://bitgrail.com/,Italy
Velox Exchange,808035,https://vlxexchange.com,United Kingdom
Bitlish,863668,https://bitlish.com/,United Kingdom
Nimera,932419,https://www.nimera.io/,Estonia
Fisco CryptoCurrency Exchange,925070,https://fcce.jp/,Japan
IDAX,914924,https://www.idax.pro/#/,Mongolia
Yacuna,2487,https://yacuna.com/,United Kingdom
Quoine,37377,https://www.quoine.com/,Japan
Jubi,89285,https://www.jubi.com/,China
CHBTC,41664,https://www.chbtc.com/,China
ViaBTC,115235,https://www.viabtc.cn/,China
CCEDK,15289,https://www.ccedk.com/,Denmark
QRYPTOS,917265,https://www.qryptos.com/,Japan
BTER,2437,https://bter.com,China
AAX,932757,https://www.aax.com/invite/sign-up?inviteCode=LgzNPfXJAg8k,Malta
Binance,283442,https://www.binance.com/?ref=25258808,Malta
CCRBX,907808,https://ccrbx.io/,United Kingdom
TRUSTdex,402551,https://trustdex.io/,United Kingdom
Bybit,928596,https://www.bybit.com,-
